datetime,co2_corrected,temp,Sensor ID,Node ID,Location,Latitude,Longitude,Installation Date
2023-05-15 03:00:00,448.0,13.227400833333334,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 04:00:00,454.0,12.398542333333333,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 05:00:00,452.0,11.491624333333334,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 06:00:00,446.0,12.988976666666666,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 07:00:00,442.0,16.17188416666667,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 08:00:00,440.0,25.675119,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 09:00:00,434.0,27.228183,Bs12202,250,Myron J. Francis Elementary,41.84094,-71.36093,7/11/2022
2023-05-15 03:00:00,482.0,10.15521,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 04:00:00,483.0,9.404404833333333,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 05:00:00,482.0,9.625525999999999,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 06:00:00,482.0,11.276521666666666,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 07:00:00,480.0,17.4347695,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 08:00:00,473.0,23.15172466666667,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 09:00:00,466.0,27.16644033333333,Bs32202,258,Reservoir Ave Elementary,41.79157,-71.42788,11/17/2022
2023-05-15 03:00:00,460.0,9.337117,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 04:00:00,462.0,9.008687166666666,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 05:00:00,467.0,8.500861333333333,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 06:00:00,463.0,12.386876833333336,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 07:00:00,451.0,16.575192333333334,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 08:00:00,443.0,24.785158166666665,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 09:00:00,439.0,28.96501933333333,Bs232202,265,Rhode Island College,41.84212,-71.46526,3/16/2023
2023-05-15 03:00:00,454.0,9.9478895,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 04:00:00,458.0,9.465690166666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 05:00:00,459.0,8.982670666666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 06:00:00,457.0,10.4131015,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 07:00:00,453.0,16.290912,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 08:00:00,449.0,25.15228166666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 09:00:00,447.0,27.65435666666667,Bs192202,272,Rock Spot,41.81509,-71.42216,12/15/2022
2023-05-15 03:00:00,460.0,12.880356833333336,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 04:00:00,463.0,12.141202833333333,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 05:00:00,467.0,11.207344666666666,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 06:00:00,465.0,13.178312666666667,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 07:00:00,459.0,21.014892166666666,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 08:00:00,452.0,25.6312845,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 09:00:00,448.0,28.80329383333333,Bs72202,270,Smith Hill Library,41.83549,-71.42217,8/25/2022
2023-05-15 03:00:00,461.0,11.832386666666665,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 04:00:00,462.0,11.276361166666666,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 05:00:00,466.0,10.992482833333336,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 06:00:00,467.0,13.561012333333332,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 07:00:00,466.0,19.8926715,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 08:00:00,464.0,26.36910283333333,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 09:00:00,456.0,29.386340666666666,Bs62202,267,Rochambeau Library,41.84621,-71.39663,8/25/2022
2023-05-15 03:00:00,447.0,12.613874166666667,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 04:00:00,453.0,11.898324333333333,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 05:00:00,457.0,11.1095675,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 06:00:00,458.0,12.759958333333335,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 07:00:00,454.0,16.364115666666667,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 08:00:00,447.0,23.607380166666665,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 09:00:00,444.0,26.941267,Bs152202,262,Main Street Martial Arts,41.85521,-71.40042,11/11/2022
2023-05-15 03:00:00,447.0,14.967410999999998,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 04:00:00,450.0,14.242934333333334,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 05:00:00,454.0,13.414803166666667,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 06:00:00,453.0,14.431117166666667,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 07:00:00,455.0,17.237796333333332,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 08:00:00,452.0,21.76468783333333,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 09:00:00,448.0,27.021254166666665,Bs182202,269,Brown-Fox Point Early Childhood Education Center,41.82467,-71.3975,2/2/2023
2023-05-15 03:00:00,448.0,10.943419,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 04:00:00,449.0,10.070801333333334,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 05:00:00,449.0,9.542841333333334,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 06:00:00,447.0,10.188526,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 07:00:00,443.0,13.501388,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 08:00:00,436.0,24.26189933333333,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 09:00:00,431.0,27.3082575,Bs242202,268,Providence College,41.84272,-71.43888,3/16/2023
2023-05-15 03:00:00,472.0,13.643777166666665,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 04:00:00,474.0,13.137539000000002,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 05:00:00,473.0,12.589141166666666,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 06:00:00,475.0,16.091714,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 07:00:00,473.0,21.012095499999997,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 08:00:00,468.0,25.43787366666667,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 09:00:00,463.0,27.60435033333333,Bs82202,274,Alpert Medical School,41.81898,-71.40826,7/28/2022
2023-05-15 03:00:00,459.0,12.1297765,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 04:00:00,463.0,11.4883795,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 05:00:00,463.0,10.965226333333336,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 06:00:00,461.0,11.847090833333333,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 07:00:00,456.0,13.937988166666667,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 08:00:00,449.0,17.532798166666666,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 09:00:00,444.0,24.393348,Bs102202,251,Zuccolo Recreation Center,41.82287,-71.43067,10/4/2022
2023-05-15 03:00:00,450.0,14.926140166666665,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 04:00:00,453.0,14.201922166666666,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 05:00:00,457.0,13.573608833333333,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 06:00:00,459.0,16.805609166666667,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 07:00:00,456.0,20.772134333333334,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 08:00:00,454.0,24.36941166666667,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 09:00:00,442.0,26.234465666666665,Bs92202,276,Department of Public Works,41.7952,-71.39784,8/9/2022
2023-05-15 03:00:00,458.0,12.185342333333333,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 04:00:00,460.0,11.390662666666667,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 05:00:00,458.0,11.157866166666668,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 06:00:00,454.0,11.926847166666667,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 07:00:00,449.0,14.369553,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 08:00:00,442.0,18.033840166666668,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
2023-05-15 09:00:00,439.0,21.58161283333333,Bs22202,254,Silver Lake Residence,41.81052,-71.44752,12/1/2022
-1,-1.0,-1.0,Bs42202,261,Anthony Carnevale Elementary,41.81678,-71.46458,12/6/2022
-1,-1.0,-1.0,Bs52202,264,E-Cubed Academy Senior High,41.85417,-71.43444,11/17/2022
-1,-1.0,-1.0,Bs112202,252,West End Community Center,41.80439,-71.42825,9/2/2022
-1,-1.0,-1.0,Bs122202,255,United Way,41.81803,-71.44121,11/19/2022
-1,-1.0,-1.0,Bs132202,257,Providence Housing Authority  ,41.81714,-71.45533,8/9/2022
-1,-1.0,-1.0,Bs142202,259,CCRI - Liston Campus,41.80745,-71.41341,10/27/2022
-1,-1.0,-1.0,Bs162202,263,South Providence Library,41.80205,-71.41378,8/25/2022
-1,-1.0,-1.0,Bs172202,266,Blackstone Residence,41.83551,-71.38335,3/6/2023
